"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.01","51.12","CALGARY INTL A","3031092","2023-01-29","2023","01","29","","-9.2","","-22.3","","-15.8","","33.8","","0.0","","0.0","","0.6","","0.4","","18","","34","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-01-30","2023","01","30","","-6.0","","-11.0","","-8.5","","26.5","","0.0","","0.0","","2.0","","1.6","","19","","35","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-01-31","2023","01","31","","-5.5","","-15.7","","-10.6","","28.6","","0.0","","0.0","","0.0","","0.0","","20","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-01","2023","02","01","","-8.8","","-16.3","","-12.6","","30.6","","0.0","","0.0","","0.0","T","0.0","T","20","","2","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-02","2023","02","02","","4.3","","-17.2","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","10","","17","","34",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-03","2023","02","03","","10.2","","-2.8","","3.7","","14.3","","0.0","","0.0","T","0.0","","0.0","T","8","","28","","56",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-04","2023","02","04","","7.7","","-4.6","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","5","","27","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-05","2023","02","05","","7.7","","-5.0","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","4","","29","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-06","2023","02","06","","8.7","","-5.9","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","3","","27","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-07","2023","02","07","","7.9","","-2.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","2","","27","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-08","2023","02","08","","4.2","","-4.6","","-0.2","","18.2","","0.0","","0.0","","0.0","","0.0","","2","","35","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-09","2023","02","09","","7.2","","-7.9","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","2","","23","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-10","2023","02","10","","7.6","","-4.8","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","1","","27","","68",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-11","2023","02","11","","7.5","","-4.9","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","1","","29","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-12","2023","02","12","","10.9","","-1.1","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","1","","28","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-13","2023","02","13","","8.5","","-2.8","","2.9","","15.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","33","","51",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-14","2023","02","14","","-1.4","","-10.0","","-5.7","","23.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","3","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-15","2023","02","15","","3.4","","-11.6","","-4.1","","22.1","","0.0","","0.0","","0.0","","0.0","","0","T","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-16","2023","02","16","","8.7","","-8.3","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","0","T","29","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-17","2023","02","17","","3.9","","-6.0","","-1.1","","19.1","","0.0","","0.0","","0.0","","0.0","","0","T","28","","49",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-18","2023","02","18","","4.1","","-3.7","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","0","T","29","","40",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-19","2023","02","19","","6.7","","-4.3","","1.2","","16.8","","0.0","","0.0","","2.0","","1.6","","0","T","4","","57",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-20","2023","02","20","","-1.9","","-10.5","","-6.2","","24.2","","0.0","","0.0","","12.1","","11.7","","5","","15","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-21","2023","02","21","","-8.7","","-20.2","","-14.5","","32.5","","0.0","","0.0","","8.4","","7.4","","12","","9","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-22","2023","02","22","","-20.0","","-26.2","","-23.1","","41.1","","0.0","","0.0","","3.2","","3.0","","15","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-23","2023","02","23","","-25.7","","-29.7","","-27.7","","45.7","","0.0","","0.0","","0.4","","0.4","","17","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-24","2023","02","24","","-14.7","","-28.4","","-21.6","","39.6","","0.0","","0.0","","0.0","T","0.0","T","17","","18","","34",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-25","2023","02","25","","-7.0","","-19.4","","-13.2","","31.2","","0.0","","0.0","","0.0","","0.0","","12","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-26","2023","02","26","","-0.2","","-14.3","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","10","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-27","2023","02","27","","-3.2","","-13.4","","-8.3","","26.3","","0.0","","0.0","","0.0","T","0.0","T","10","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-02-28","2023","02","28","","-9.6","","-14.1","","-11.9","","29.9","","0.0","","0.0","","6.0","","5.7","","10","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-01","2023","03","01","","-3.4","","-12.9","","-8.2","","26.2","","0.0","","0.0","","1.2","","0.2","","16","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-02","2023","03","02","","5.2","","-5.3","","-0.1","","18.1","","0.0","","0.0","","0.0","T","0.0","T","13","","28","","79",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-03","2023","03","03","","0.8","","-7.8","","-3.5","","21.5","","0.0","","0.0","","0.6","","0.6","","9","","36","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-04","2023","03","04","","-4.8","","-16.0","","-10.4","","28.4","","0.0","","0.0","","0.4","","0.2","","8","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-05","2023","03","05","","-9.7","","-17.2","","-13.5","","31.5","","0.0","","0.0","","6.5","","5.7","","10","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-06","2023","03","06","","-15.7","","-20.2","","-18.0","","36.0","","0.0","","0.0","","0.4","","0.4","","15","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-07","2023","03","07","","-12.3","","-18.3","","-15.3","","33.3","","0.0","","0.0","","0.4","","0.3","","15","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-08","2023","03","08","","-13.6","","-15.8","","-14.7","","32.7","","0.0","","0.0","","0.6","","0.4","","10","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-09","2023","03","09","","-12.3","","-19.3","","-15.8","","33.8","","0.0","","0.0","","0.2","","0.2","","11","","17","","40",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-10","2023","03","10","","-11.6","","-20.3","","-16.0","","34.0","","0.0","","0.0","","3.4","","8.2","","11","","2","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-11","2023","03","11","","-10.1","","-17.1","","-13.6","","31.6","","0.0","","0.0","","1.0","","0.8","","20","","33","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-12","2023","03","12","","-11.4","","-17.5","","-14.5","","32.5","","0.0","","0.0","","0.0","T","0.0","T","20","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-13","2023","03","13","","-1.1","","-16.8","","-9.0","","27.0","","0.0","","0.0","","0.0","T","0.0","T","20","","36","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-14","2023","03","14","","1.5","","-11.0","","-4.8","","22.8","","0.0","","0.0","","0.4","","0.4","","16","","34","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-15","2023","03","15","","0.8","","-13.2","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","14","","35","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-16","2023","03","16","","1.8","","-9.0","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","9","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-17","2023","03","17","","2.4","","-11.1","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","8","","17","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-18","2023","03","18","","4.1","","-9.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","4","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-19","2023","03","19","","4.7","","-9.0","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","4","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-20","2023","03","20","","2.6","","-9.4","","-3.4","","21.4","","0.0","","0.0","","0.0","","0.0","","4","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-21","2023","03","21","","-0.9","","-8.1","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","4","","34","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-22","2023","03","22","","8.3","","-9.3","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","4","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-23","2023","03","23","","7.8","","-6.3","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","3","","13","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-24","2023","03","24","","3.1","","-6.2","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","2","","34","","53",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-25","2023","03","25","","4.8","","-7.7","","-1.5","","19.5","","0.0","","0.0","","0.0","T","0.0","T","2","","2","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-26","2023","03","26","","0.7","","-4.5","","-1.9","","19.9","","0.0","","0.0","","0.0","T","0.0","T","2","","4","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-27","2023","03","27","","-3.0","","-8.9","","-6.0","","24.0","","0.0","","0.0","","3.0","","2.2","","3","","5","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-28","2023","03","28","","-0.9","","-11.4","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","5","","16","","31",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-29","2023","03","29","","6.7","","-9.5","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","5","","16","","34",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-30","2023","03","30","","2.1","","-5.6","","-1.8","","19.8","","0.0","","0.0","","0.0","T","0.0","T","4","","16","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-03-31","2023","03","31","","11.8","","-6.5","","2.7","","15.3","","0.0","","0.0","","0.0","","0.0","","3","","30","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-01","2023","04","01","","8.2","","0.6","","4.4","","13.6","","0.0","","0.0","","0.0","T","0.0","T","2","","28","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-02","2023","04","02","","4.4","","-1.5","","1.5","","16.5","","0.0","","0.0","","0.0","T","0.0","T","2","","33","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-03","2023","04","03","","1.8","","-4.8","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-04","2023","04","04","","1.4","","-7.2","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","0","T","16","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-05","2023","04","05","","5.0","","-8.7","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","0","T","31","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-06","2023","04","06","","8.4","","-5.7","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","0","T","15","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-07","2023","04","07","","17.4","","-3.8","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","","","19","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-08","2023","04","08","","14.0","","1.6","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","28","","51",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-09","2023","04","09","","18.4","","2.4","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","","","23","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-10","2023","04","10","","13.5","","1.7","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","","","2","","62",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-11","2023","04","11","","7.9","","-0.8","","3.6","","14.4","","0.0","","0.2","","0.0","T","0.2","","","","2","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-12","2023","04","12","","7.3","","-4.9","","1.2","","16.8","","0.0","","0.0","","1.0","","1.0","","0","T","2","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-13","2023","04","13","","8.0","","-5.5","","1.3","","16.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","27","","34",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-14","2023","04","14","","8.7","","-6.5","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","","","2","","40",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-15","2023","04","15","","12.9","","-4.3","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","","","22","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-16","2023","04","16","","16.9","","1.8","","9.4","","8.6","","0.0","","0.0","","0.0","","0.0","","","","20","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-17","2023","04","17","","9.4","","-3.0","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","","","28","","76",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-18","2023","04","18","","11.9","","-7.9","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","","","13","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-19","2023","04","19","","6.4","","-2.0","","2.2","","15.8","","0.0","","0.0","","0.0","T","0.0","T","","","7","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-20","2023","04","20","","2.0","","-3.8","","-0.9","","18.9","","0.0","","0.0","","0.5","","0.5","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-21","2023","04","21","","0.1","","-3.8","","-1.9","","19.9","","0.0","","0.0","","1.4","","1.4","","0","T","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-22","2023","04","22","","11.6","","-5.2","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","0","T","15","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-23","2023","04","23","","15.7","","-2.5","","6.6","","11.4","","0.0","","0.0","","0.0","","0.0","","","","16","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-24","2023","04","24","","15.4","","3.0","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","","","27","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-25","2023","04","25","","15.6","","1.4","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","","","27","","49",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-26","2023","04","26","","18.0","","-0.8","","8.6","","9.4","","0.0","","0.0","T","0.0","","0.0","T","","","30","","62",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-27","2023","04","27","","14.9","","0.7","","7.8","","10.2","","0.0","","2.2","","0.8","","3.0","","","","33","","67",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-28","2023","04","28","","20.7","","4.2","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","4","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-29","2023","04","29","","21.7","","2.2","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","13","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-04-30","2023","04","30","","24.1","","3.9","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","13","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-01","2023","05","01","","25.9","","6.8","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","15","","47",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-02","2023","05","02","","24.8","","7.0","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","","","35","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-03","2023","05","03","","27.3","","5.0","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","","","19","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-04","2023","05","04","","27.6","","7.5","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","","","12","","49",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-05","2023","05","05","","23.7","","6.8","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","","","11","","49",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-06","2023","05","06","","12.2","","4.0","","8.1","","9.9","","0.0","","0.8","","0.0","","0.8","","","","16","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-07","2023","05","07","","17.2","","4.7","","11.0","","7.0","","0.0","","0.6","","0.0","","0.6","","","","12","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-08","2023","05","08","","13.8","","6.9","","10.4","","7.6","","0.0","","8.7","","0.0","","8.7","","","","2","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-09","2023","05","09","","14.5","","6.7","","10.6","","7.4","","0.0","","0.0","T","0.0","","0.0","T","","","34","","49",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-10","2023","05","10","","14.7","","6.7","","10.7","","7.3","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-11","2023","05","11","","19.4","","3.0","","11.2","","6.8","","0.0","","0.8","","0.0","","0.8","","","","11","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-12","2023","05","12","","21.2","","3.4","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-13","2023","05","13","","23.6","","6.9","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","","","17","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-14","2023","05","14","","22.4","","8.3","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","18","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-15","2023","05","15","","27.1","","9.4","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","17","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-16","2023","05","16","","20.5","","12.2","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","34","","71",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-17","2023","05","17","","19.2","","8.8","","14.0","","4.0","","0.0","","0.0","T","0.0","","0.0","T","","","2","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-18","2023","05","18","","20.6","","3.5","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","","","17","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-19","2023","05","19","","29.7","","6.4","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","3","","61",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-20","2023","05","20","","27.4","","11.4","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","12","","34",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-21","2023","05","21","","28.0","","10.8","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","21","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-22","2023","05","22","","22.7","","9.6","","16.2","","1.8","","0.0","","18.3","","0.0","","18.3","","","","19","","62",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-23","2023","05","23","","21.5","","6.2","","13.9","","4.1","","0.0","","0.2","","0.0","","0.2","","","","19","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-24","2023","05","24","","19.7","","7.5","","13.6","","4.4","","0.0","","0.0","","0.0","","0.0","","","","7","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-25","2023","05","25","","17.8","","9.7","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","3","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-26","2023","05","26","","21.5","","4.7","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-27","2023","05","27","","23.9","","7.4","","15.7","","2.3","","0.0","","0.0","T","0.0","","0.0","T","","","13","","61",""
"-114.01","51.12","CALGARY INTL A","3031092","2023-05-28","2023","05","28","","25.7","","8.1","","16.9","","1.1","","0.0","","0.0","","0.8","","0.8","","","","32","","67",""
