"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 00:00","2020","08","01","00:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 01:00","2020","08","01","01:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 02:00","2020","08","01","02:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 03:00","2020","08","01","03:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 04:00","2020","08","01","04:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 05:00","2020","08","01","05:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 06:00","2020","08","01","06:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 07:00","2020","08","01","07:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 08:00","2020","08","01","08:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 09:00","2020","08","01","09:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 10:00","2020","08","01","10:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 11:00","2020","08","01","11:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 12:00","2020","08","01","12:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 13:00","2020","08","01","13:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 14:00","2020","08","01","14:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 15:00","2020","08","01","15:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 16:00","2020","08","01","16:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 17:00","2020","08","01","17:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 18:00","2020","08","01","18:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 19:00","2020","08","01","19:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 20:00","2020","08","01","20:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 21:00","2020","08","01","21:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 22:00","2020","08","01","22:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-01 23:00","2020","08","01","23:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 00:00","2020","08","02","00:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 01:00","2020","08","02","01:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 02:00","2020","08","02","02:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 03:00","2020","08","02","03:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 04:00","2020","08","02","04:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 05:00","2020","08","02","05:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 06:00","2020","08","02","06:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 07:00","2020","08","02","07:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 08:00","2020","08","02","08:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 09:00","2020","08","02","09:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 10:00","2020","08","02","10:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 11:00","2020","08","02","11:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 12:00","2020","08","02","12:00"
"-88.91","50.29","ARMSTRONG A","6040327","2020-08-02 13:00","2020","08","02","13:00"
