"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 00:00","2018","11","01","00:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 01:00","2018","11","01","01:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 02:00","2018","11","01","02:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 03:00","2018","11","01","03:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 04:00","2018","11","01","04:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 05:00","2018","11","01","05:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 06:00","2018","11","01","06:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 07:00","2018","11","01","07:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 08:00","2018","11","01","08:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 09:00","2018","11","01","09:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 10:00","2018","11","01","10:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 11:00","2018","11","01","11:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 12:00","2018","11","01","12:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 13:00","2018","11","01","13:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 14:00","2018","11","01","14:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 15:00","2018","11","01","15:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 16:00","2018","11","01","16:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 17:00","2018","11","01","17:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 18:00","2018","11","01","18:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 19:00","2018","11","01","19:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 20:00","2018","11","01","20:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 21:00","2018","11","01","21:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 22:00","2018","11","01","22:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-01 23:00","2018","11","01","23:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 00:00","2018","11","02","00:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 01:00","2018","11","02","01:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 02:00","2018","11","02","02:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 03:00","2018","11","02","03:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 04:00","2018","11","02","04:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 05:00","2018","11","02","05:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 06:00","2018","11","02","06:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 07:00","2018","11","02","07:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 08:00","2018","11","02","08:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 09:00","2018","11","02","09:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 10:00","2018","11","02","10:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 11:00","2018","11","02","11:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 12:00","2018","11","02","12:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 13:00","2018","11","02","13:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 14:00","2018","11","02","14:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 15:00","2018","11","02","15:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 16:00","2018","11","02","16:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 17:00","2018","11","02","17:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 18:00","2018","11","02","18:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 19:00","2018","11","02","19:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 20:00","2018","11","02","20:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 21:00","2018","11","02","21:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 22:00","2018","11","02","22:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-02 23:00","2018","11","02","23:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 00:00","2018","11","03","00:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 01:00","2018","11","03","01:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 02:00","2018","11","03","02:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 03:00","2018","11","03","03:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 04:00","2018","11","03","04:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 05:00","2018","11","03","05:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 06:00","2018","11","03","06:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 07:00","2018","11","03","07:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 08:00","2018","11","03","08:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 09:00","2018","11","03","09:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 10:00","2018","11","03","10:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 11:00","2018","11","03","11:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 12:00","2018","11","03","12:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 13:00","2018","11","03","13:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 14:00","2018","11","03","14:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 15:00","2018","11","03","15:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 16:00","2018","11","03","16:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 17:00","2018","11","03","17:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 18:00","2018","11","03","18:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 19:00","2018","11","03","19:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 20:00","2018","11","03","20:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 21:00","2018","11","03","21:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 22:00","2018","11","03","22:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-03 23:00","2018","11","03","23:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 00:00","2018","11","04","00:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 01:00","2018","11","04","01:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 02:00","2018","11","04","02:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 03:00","2018","11","04","03:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 04:00","2018","11","04","04:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 05:00","2018","11","04","05:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 06:00","2018","11","04","06:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 07:00","2018","11","04","07:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 08:00","2018","11","04","08:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 09:00","2018","11","04","09:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 10:00","2018","11","04","10:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 11:00","2018","11","04","11:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 12:00","2018","11","04","12:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 13:00","2018","11","04","13:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 14:00","2018","11","04","14:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 15:00","2018","11","04","15:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 16:00","2018","11","04","16:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 17:00","2018","11","04","17:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 18:00","2018","11","04","18:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 19:00","2018","11","04","19:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 20:00","2018","11","04","20:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 21:00","2018","11","04","21:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 22:00","2018","11","04","22:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-04 23:00","2018","11","04","23:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 00:00","2018","11","05","00:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 01:00","2018","11","05","01:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 02:00","2018","11","05","02:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 03:00","2018","11","05","03:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 04:00","2018","11","05","04:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 05:00","2018","11","05","05:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 06:00","2018","11","05","06:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 07:00","2018","11","05","07:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 08:00","2018","11","05","08:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 09:00","2018","11","05","09:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 10:00","2018","11","05","10:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 11:00","2018","11","05","11:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 12:00","2018","11","05","12:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 13:00","2018","11","05","13:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 14:00","2018","11","05","14:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 15:00","2018","11","05","15:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 16:00","2018","11","05","16:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 17:00","2018","11","05","17:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 18:00","2018","11","05","18:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 19:00","2018","11","05","19:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 20:00","2018","11","05","20:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 21:00","2018","11","05","21:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 22:00","2018","11","05","22:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-05 23:00","2018","11","05","23:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 00:00","2018","11","06","00:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 01:00","2018","11","06","01:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 02:00","2018","11","06","02:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 03:00","2018","11","06","03:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 04:00","2018","11","06","04:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 05:00","2018","11","06","05:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 06:00","2018","11","06","06:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 07:00","2018","11","06","07:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 08:00","2018","11","06","08:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 09:00","2018","11","06","09:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 10:00","2018","11","06","10:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 11:00","2018","11","06","11:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 12:00","2018","11","06","12:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 13:00","2018","11","06","13:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 14:00","2018","11","06","14:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 15:00","2018","11","06","15:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 16:00","2018","11","06","16:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 17:00","2018","11","06","17:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 18:00","2018","11","06","18:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 19:00","2018","11","06","19:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 20:00","2018","11","06","20:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 21:00","2018","11","06","21:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 22:00","2018","11","06","22:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-06 23:00","2018","11","06","23:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-07 00:00","2018","11","07","00:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-07 01:00","2018","11","07","01:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-07 02:00","2018","11","07","02:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-07 03:00","2018","11","07","03:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-07 04:00","2018","11","07","04:00"
"-100.05","51.10","DAUPHIN","5040689","2018-11-07 05:00","2018","11","07","05:00"
